clean_message,label
kya kehne bhai y,Neutral
angelina jolie sirf aik kamyab adakara hi nahi balke insan dost shakhsiyat ki bhi malik hain,Positive
anvab goshwamisudhir chaudharyrubina liyakatanjna om kashyaprohit sardana etc ye india ke bde wale journalist bhut bde bhut hi jayda bde wale,Neutral
magar 20 century ke awakhir mien wo mini screen par boat ziyada masroof ho gaey the,Neutral
vote chori waisy hamesha ppp or pmln khasa,Negative
dosto miss fary ny ye muqabla jeet liya hai umeed hai ab ap logo ki samj mae bhi agya hoga,Positive
hn ho b skta hy,Neutral
usi time pkr lain gy ksi ko,Neutral
kya 30 mint ki drame ke liye 3 clock wait karwate ho ap log jaldi upload karen naacha drama hai toh upload karne mai ladkiyon jese nakhere kyn,Negative
aaj kar ka tamam anchor bohat hi bikay hoa hain un ko mulk ki koi khabar nahi ka is mulk ka kya ban raha ha un ko sirf apni jaib sy talluk ha,Negative
kam ki chez hai thanks,Positive
assalam o alakam darmiyani rasta ikhtiyar kia jae nation be bekher na rahe aur mulak maen bura taasar be na ho,Positive
mai currently us market ka analysis kr raha hu,Neutral
kia galazat bhari hai batao batao,Negative
kesy kesy log hn,Neutral
acc hote un ke bne hue,Neutral
i love you vlogs ducky bhai,Positive
oh aj jumma hy mujy yad b nhi me sony ki tyari kr raha,Neutral
lagta khaqan abbasi sahab behan behnoi buhat piyar corona patients milny america pahnch gay dunia patients milny k baad isolate or ye direct corona patients milny pohach gay pmln jhooton party,Negative
laibatahir kb milwa re phrr,Neutral
bs phr mouse lagao,Neutral
agr pmln ticket k lie kia tb pmln candidate kyu harti,Negative
me friend chai piyo ge ya coffee begairata cocacola pila de,Neutral
pmln jitna loss maryam waja a party itna loss nawaz chori waja a,Negative
isi liye humen aik he role ko dono jagah mukhtalif andaz se karna hota hai,Positive
chalo sahi ho gya phir tera issue ni hy me bata duga tujy,Positive
kitna buget la ka ayooo,Neutral
yar ag laga agr wo wafadar hoti to tujhy afsos karna chahiye tha,Negative
172 pmln k sath ulja allah tarf sa zaleel hoya,Negative
naya chief justice of pakistan najam sethi raw kaa bharva bana dain sahih insaaf hoga,Negative
originally posted by muqadas iss dafaa khalein chenaney ka muqaa nahi mila issi liayy abi tak mirchein laggi hui hein,Negative
jab mera naam chief justice ke pas tha to us waqat ki hukumat bartaraf kar di gayi thi amomi rawaiya bhi kuch hosla aafza na tha log chahate the ke aala adalati nizam mein khawateen age na ane payein jab ke lower judiciary mein kafi khawateen thein jo kaam kar rahein thein,Negative
mashallah axhi planing hy ha ya to hy fast ke leye yhi hy ke ek ya 2 trades ap ki essi hon jo kxh hi days me 50 to dein but ya ho ky un trades me ap ka all in hona chahiye,Positive
to bta jaldi,Neutral
kia puchyn gymn to khud gumm hogai thi ap ko to bs breakouts ko join krna tha,Negative
ab dictionary na bni,Neutral
bilkol hu alta idaro ke tol da ppp or pmln kasan nas tol gala deeee,Negative
in ki maujodgi se hamesha mukhalif team par aik khauff sa taari rehta hai,Negative
hi rabi tu kitni famous hu gai,Neutral
bilwal zardari k party halal dance molna sahib orat hukmat per fatway kahan gay or ppp walo din bhool kahesay gay tum sub jab mohtrma benzeer halicapter say pahnk pmln waly garrat marr gaye kia,Negative
bhii sedhi baat gustakh e rasool himayat gorayaa or goraya himayat krmy wali maryam safdar khud isi tw usay bahar bhaagaya may tw kehta hn lanat puri pmln pr aik gustakh e rasool ana leader maanty,Negative
iqrar bhai yeah pakistani sho ha is oper sa ly kr neachy tak rashfatkor hain bagrat insan,Negative
haaan naaa,Neutral
vs code mn,Neutral
meri kahtm nahe hoti me gantoon me batain krta hoon,Positive
zyada fida mt ho,Negative
just so u know,Neutral
in mein alice in wonderland ka sequel bhi shamil hai jo may 2016 mein numaiysh ke liye pesh kiya jaega,Neutral
future wala coupan mila h,Neutral
yaar s tra ki sharing mjy zehr lagty han pta ni kya msla hy log thaks thaks khty hn jb hmy page nazar he nha ata yaara hme b btaona plzzzzzzzzzzzzzz,Negative
jo hs rhy,Neutral
main abhi karti hun bhai bohat mazy ka tayar karon ti,Positive
advance kr lety or paper mn basic bhol jaty hyn,Negative
lgta hi nai tha,Negative
hn yr bari i arsal se shadi karny wali,Negative
bs bs mast wali aqal ni apme d tinda khali h bs d,Negative
ghr se gayib ho gya,Negative
tu ta dogar naal a,Negative
chl oy,Neutral
ma b sis bht shok ha mjha b,Positive
partyan or ik tlp waoooo,Negative
enni buri hon toh baad bndi ni eho jai gal bibi punjabi smj i toh zroor btaiye,Negative
ill also try to do so,Neutral
reham khan yun goya hui,Neutral
gb walo kia b bora hoga next election mei pmln k sit ap logo munafiqat sub samaj agayi,Negative
muhabbat tark ki main nyagirraibaan si liya main nay zamany ab to khush ho zehr ye pi liya main ny abhi zinda hoon lekin ye sochta rehta hoon khalwat main kay ab tak kis tamana kay saharay jee liya main nay unhain apna nahi sakta magr etna b kya kam hai kay kch muddat haseen khuwaboon main kho kr jee liya main nay bs ab to daman e dilchor do bekaar umeeedooo boht dukh seh liya main nay boht din jee liya main nay,Negative
gandoo admin qatal nahi shaheed,Negative
i ll say umar akmal phir kabhi na kabhi perform kerta hai hmmm achi baat hai,Positive
lo g pmln ke spokes person,Negative
puche ga nahi,Neutral
qasm sy apko yaqeen ni aye ga wo kesi larkia hyn,Negative
economy beragark pmln kia export tabah karke reserve tabah karke current account tabah karke,Negative
haan market be dekna parta hia keh konsa market kisay kar rahia,Neutral
or kitna dump ana ha,Negative
samsung s5 ka processor 2 5quadcore hai jo iphone ka baap hai samsung s5 ka camera 16mp hai aur iphone ka 8mp samsung s5 is water dustproof bt iphone not beside it samsung s5 has 1year free accidental damage coverage iphone sirf naam hai aur kuch nai,Neutral
hn hm profit le kr hi medan me ayein gy wrna mrne ka wait krein gy,Positive
apki bat ho ri,Neutral
jany dety phir hm bhi,Neutral
challenge complete karo 24 hours in car,Neutral
kia mobile hae ustad balle balle note 4 ki jae ho be fiker ho kr kharido,Negative
mhnat kr yr,Positive
mein ne ye live dekha tha aesi kuch buri b ni thk hi to keh rahi ha,Positive
mujy acha lgta jb care krty,Positive
mujhay iss areeba ki bilkul samajh nahin aati kabhi to areeba begum bari hi samajhdaar aur broadminded bani hoti hain aur kabhi itni asaani se bewaqoof bun ker ahmaqana batein kerti hain ghari main tola ghari main masha,Negative
marriyam nadeemhadia nadeem,Neutral
baw rat ko signal inda in,Neutral
originally posted by missfit allah khair rakhy pmln ka koi pata nahi shetani dimagh hain kuch bhi ho sakta h khuda na khuasta allah khair rakhnay wala heylekin aap sahi keh rahey hein yeh nooooray bohat he begherat hein yeh iqtidar ki khatir maan bhi bech saktey hein betian aur nawasi to dey he dee hein arabs ko,Negative
aslam o alikum han aj hum halt e jang main hain aur is ki sab sy bari wajha bhee ham khud hain,Positive
hahahahhahaha chem to yad hni ni to designer hi na ban jaon,Negative
pmln khoon maaf nay dont worry yah aik tolla ban chuka,Negative
150 bacho ko uae le ja k ehsan nahi ker rehe tumye kisi ka project tha tune bas apna nam show kia,Negative
peeli taxi nangi tasveer jawab do k salo thodi si sharm ha pmln k haq me bat mat,Negative
mubarkan g mubarkan,Positive
to or kya yar,Neutral
yeh bahut bura howa q k ghareb admi naya computer nahi le sakta hai,Negative
mujhy yaqeen kr hasi a rahi hy is sare seen pr,Positive
meri taraf se aunty ko shukriya keh dain pls,Neutral
dunya jahn ki shrafat yahn a kr khtm htii yad aya kch,Negative
khalil ur rehman k dramoun ka end accha nahi hota mun jali bhi inka boht accha drama tha lekin uska end bhi bore tha i wish iss ka end accha ho aaj ki episode lubna ki thi chah gai aaj tou mehtab bechara phir ullu ban gaya,Negative
o bhaijan abhi inka level world ke biggest rock bands se nhi hai,Neutral
wo tere najiaz bachi ka rishta mang rah tha bastard,Negative
ab goal yhi ha,Neutral
kia pakistan kee baqa k khelaf sazesh ha ya ni kia es se qomon k darmyan nafrat peda hoti k ni kia es se mulji saleemyat ko kjtra ni,Negative
badtameez sahab ab cute bacha bun gaye,Positive
ammar tmhara apne bare m khyal h tm poore k poory ghulam idiot maryam k chelloon k tm jaisa ghulam m aj tk nhe dekha u r slave of idiot pmln,Negative
sudan habsha sham yaman aur arab countries ke halaat aur arab ki famous mandiyon ki rodaad hai,Neutral
khush tabaa khush zauq aur khush libaas wasim akram ne aesa cricket khela hai jis ki shaiyqeen ko khuwahish thi,Positive
ajlas m aik naya drama tashkeel dia jay or bhrpoor koshish jay k bar drama pehle tra flop or be izzati sbab bne shameless pdm,Negative
aslamwalekum ghariya 1 ghanta agge karne se koi faida nahi hoga balke ulta ye nuksan he ke subha bacho ko school jane me dushwari ho rhai he bacho ki neend pori nahi ho rahi he school se be teacher ki shakyat a rahi he k bache school me sojate he meri goverment se appel he k wo time ko apne sahi waqt pe lekar aye shukriya,Negative
time bht lgta,Negative
or ye jo eq bni hain sir wali hain,Neutral
achi chezyn waqat lyti,Positive
wo mashallah bhot pyari lg rhi he sub,Positive
tmhare lye best haekrle shadi,Positive
laga dia,Neutral
wo maali aur deegar muaamlaat mein democratic party ke candidates ki madad karte rahe hain,Neutral
uncle ko call krti hn,Neutral
nanga jolaha,Negative
ye talaaqen kya kahen butt rahi hain jo ye sub le kar bethy hain aur trust me larkon ko 1 2sry ka andr se pata hota ha ye harib pata ni kon c dunya mein ha,Negative
hmm sahi hai,Positive
ek r chor ander per bakol k yh qurbani dy apni party k kiye nooniyu total vateera yh ky jitna bara corrupt badmash nalaiq jahel usy utna ziada he qeemti assets samja party,Negative
mera net nahe hota yaar,Negative
hahahahaha such mein aisa he howa hahahahaha,Positive
strtng se story smjh me aegi,Neutral
gulab jamun bhi bohat achay banaty hon giggle,Positive
or kya dash insan kahin ka,Negative
ye to ha,Positive
acha mjy laga dispute lag gya,Neutral
agreed pmln jasi b mgr mulk k halat itnay kharab ni jitnay madina rayasat k hukmarano nh diya ha nh asay amandar leader karna jis ghreeb admi k ghr khanay nh nh izat nh jan nh mall mahfooz saal ha ilzam ub b peechli hukomat,Negative
so happening,Neutral
iss doran miandad ki purzour sifarish per waseem akram new zealand ka doure ka liye muntakhib huwe to waseem akram ate hi dunedin test mein 10 wickets le kar shurat hasil karli,Positive
chal thk hy mein bhi so jata lakin zara speech wala dekh lu,Neutral
september 1937 mein punjab muslim fedreation lahore ney alan keya key shumal magrabi alaqon mein pakistan key qayam key lea talba jaddojahad karain,Neutral
pori dekhna,Neutral
ye propaganda h arsto ap purani pictrs dikha k logon bwakof nah bnao zindabad,Negative
shift or enter press kro,Neutral
thori bht,Neutral
aj to paka sona hy,Positive
hum kpk mardan main rahtay hain online kaha say mil jayain ga ya nahi,Neutral
quota bhi hona chahiye or aam intekhabat mei bakki shehrioon ki terhaan azadi honi chahiye,Negative
dil halak main agaya,Negative
lakin one unit bana aur phir khan abdul ghaffar khan aur doctor khan sahib ke raste juda hogaye,Negative
iss tshirt ki quality tou a1 thi aur material bhi first class tha magar bas mjhe 1 issue that ke iska jo front waala print tha who agar poora white hota tou maza ajata kyunke white ke background waalay colors jo hain who thora maza kharaab karta hain magar overall boht acha experience that aur tshirt boht achi hai,Positive
inhe sabiq sadar parvez musharraf ne apne daur mein sadarti award aur sabiq wazeer e aazam benazir bhutto ne women achievement award diya tha,Positive
jani im brown im light brown sardiyoun mein and dark brown garmiyoun mein also broke 247 so yeah,Neutral
thats what you guys say about your daughters kia benga iska and niazi calling another wuss niazi hahaha,Neutral
lyari lee market salaar compound aur aitraf me rangers ka search operation bhari tadad me aslah baramad,Negative
subha k nashtay ma boht maza krta ha,Positive
han bs oct to oct tk nh ly jana,Negative
tv par azan ka be order dey khan sab kpk me,Negative
bc oper comment dekh real brave yaar ki bakwas ay bc border pe match hotay hain sala brave ka,Negative
level yar maza aa gya movie dakh ka thums up for lollywood,Positive
mental level check karo inn bewaqoofoon kaa,Negative
aoa yr z1 boht mazy ke chiz h iphn b use keya but jo maza sony me aya kese me ni i love sony ummh z4 to boomb chiz aa rahee h pir kaml ke chiz h,Positive
chalo dekhte hain kya bnta hy,Neutral
bahi jese ghr aye baba gli ke age,Neutral
police jis din sudhar gae 90 percent society se jaraem khatam ho sakte hen,Positive
pmln key patwari apney lafifa geo ke cheak kero,Negative
mere se bi bure halat ha phir to,Negative
apki pic dekhkar mai sab bhul jati hu,Negative
narrative game bohat weak pti pmln cheenk ane pr toofan ati media sm pr contrastingly haleem adil palwasha vote shift maryam useless out of jail rana lang khaqan poll pr gun dhamki in short pti kisi pr level rola ni dal pai seekho,Negative
chitral peshawar road amdorafat k liye band sankro gariya phans gai,Negative
bot ka apna option hia,Neutral
pti ager esa kary ge ppp pmln pti mai koye farq nhi thu aglee baar ham majboran azad omedwaar he vote kary,Negative
in chaaron finalists main ukasha aur zeshaan behter hain ukasha achi dancer hai zeshaan acha singer hai lekin acting skills chaaron ki aik jesi hain meray hisaab say final kay results kuch iss tarah hongay,Positive
khushi se hori hy itne likes dekh k,Positive
arre bc ye toh debate hee shru hogye,Negative
1979 mein teesri martaaba unhein 1 mah key leae qaid ker dea gea,Neutral
nationality nahin chor sakta,Positive
bht maza aya ajki episode dekh ker,Positive
3 haftay tak koi baal nahi aaya skin per always buy from this vendor,Negative
wo bahut hi open minded larki hy,Negative
in dono he ki shadi ho gi kinza ko said par phenky gy saryal c,Negative
zabardast kal hi maine socha muzafar bhai kahan ghaib ho gaye yar buhat khoob buhat hi acha tutorial hai,Positive
breakfast krna chaye,Neutral
or laptop mein bne hue notes,Neutral
bhabi hai tmhrip,Neutral
yr jb dil tota ho to insan sb kr leta ha,Negative
full fundamental,Neutral
me aap se education system me hone wali bud unwaneon ko b naqab kerne ki request kerti hon,Positive
daikh ley ge na,Neutral
allah kry niazi he isi jgah py r last chances bachny k r oper phir bol dy k niazi allah pyare gaye jald kahin khbr,Negative
ufff chocolate bhi koi miss karnay wali cheez hay,Positive
boot palish kra lo,Negative
study ki wja sy kehtien houn gi k help ho jani apki wja sy,Neutral
bara zaberdast smrt phone hy back cam aur frunt cam ka reslt b acha h,Positive
gmail new banani hy usi name ki insta id honi chahiye,Neutral
uncle anty ko meri taraf syyyh buht buht shukriaaaa kehna,Positive
real mai kuch ni hai,Negative
tera agr usny deka hi na phir,Neutral
kuch khas nhi hai,Negative
yahan soch hai kis ki sahi ap mjy ye btain,Negative
hn me bi parta ho,Neutral
kahan warna tmnay,Neutral
dallay chtum dalla geeri aur supply kernay ki wajah say aaj is muqam per ho tumhari auqaat ka sub ko pataa he,Negative
rabab ki bekar performance ki waja se becharay nouman ki bhi chhutti hogaye,Negative
yeh already para hai timeline pey meri iss mai sach hi itna hai k har koi tag kr rhaa haii aik dosry ko,Neutral
chl koi nhi ab jo hua wo to hua hi kya kr skte h hum,Negative
assalam _ o _ alaikum mairey piarey bhaeo sab sey pehley ap chution main panch waqt ke nimaz quran parhhain aur please please apna course mukamal karain takey bad main aasani aur faida ho allah hafiz,Positive
iqrar husain bhai hum bi ap ka sath allah ap ki mad kare ameen,Positive
i think kay iss dramay ki stereo recording hai kiun kay dialogues ki awaz left speaker main aa rahi hai aur backgroung music ki awaz right speaker main arahai hai may be one of you speaker is not working,Negative
sal pdm elaj bhe pti k tiky naslo tak dard fill kary,Negative
aap ka talluq aik khushhaal aur almi gharane se tha,Positive
bhai eski koi doosri link do rapid share pa error aa raha hai bohat parashany hain,Negative
mama point mar gai,Positive
wo mil jaye to song or life dono complete,Positive
habibi to habibi hote phir,Neutral
qurbani k janwar ko chand roz pahle palna afzal he taa k us se muhabat ho or mehbub janwar ko qurban krne se sawab ziada milega,Positive
tng kesy krty,Negative
shehri mehengi parking fees dene k bawajud bike lifting se pareshan,Negative
bull run abi to bhool jao,Negative
bhooki tere lye nh la ri,Negative
meri soni sawani,Positive
kia btaon mn,Neutral
nothing to say,Neutral
or ye work bi kree gaa 100,Positive
abid ali ko pakistani tv screen ke golden dor ka numaindah adakar kaha jata hai,Positive
aameen mere azeem rab,Positive
g bilkul bcz apka maqsad warna apky tweet b pmln k baray achay bas army country k khilaf use ap wah wah rahin jis din sab ok ap nay rona khreedar milna apko apka choran bikna,Negative
ducky bhai apki sari videos or vlogs bohat ache han we all loves you video or vlogs,Positive
jurm mn janab bhatti,Neutral
pmln vice president at chock ghanta ghar jalsa gah in multan,Negative
khabi khabi mera dill mn keal ata ha demaz k hota hova keal dill mn q ata ha ya whi bat ha,Neutral
yaa bhai loota hai,Negative
almi squash mein apni bertari qaiam kerney key bad jahangir khan ney shumali amreica mein khali janey wali hard ball sotch mein qismet azmaney ka faisla kea,Positive
uno ny to kuch b nai kaha lany k liay,Neutral
allah in ko lambi umr de ameen,Positive
bhai karachi sey,Negative
yar mari bhe banwa dey khayi sa,Neutral
use kehe meri samjh mein koi koi ata hy,Neutral
hosla afzai ka shukriya amir bhai,Positive
ye black wale ka price kia hai,Neutral
pakistan ma iqtdar business shurat hasl india israel america mukhalfat kay ragg alaptay bi khush apkay defect bi ghyb,Negative
aakhirkar is wusatebeyan ka intezam bhi khud bukhari sahib he ne kar diya aur 1962 mein fazal ahmed kareem fazli ki film âœ chiragh jalta raha â mein mohammed ali ko kaam dilwaya,Positive
ik baat aapko phir maan ni paraygi punjab do seat elections hue pehlay pmln seat pakki wali kp dhachka laikin udhar pti k ik wazeer hamain dhoka dia pervaiz khattak k bhai,Negative
senior pmln shahid khaqan abbasi arrive at jalsa gah,Negative
bhej de,Neutral
ye khabees govt apni qom fool samajh ker apni tamam pmln per dalna chahti lakin qom in k character waqif zamana nahi rsha k govt apni hr burai py parda daal ker awam apni marzi tasweer dikhati rahy,Negative
danto ka maslah hy bs,Negative
allah apki hifazat karee,Positive
khwab ai,Neutral
in ke students mein steven spielberg ki pehli mukhtasir dauraniye ki film amblin dekhi to kahais ko kehte hain filmsazi,Neutral
aj apki birthday ha,Neutral
aaala h g,Neutral
kun kab hui,Neutral
kia krain,Neutral
phir babli aur hindi badshahon ki tafseel baznatini aur irani saltanaton ka haal yunan ke philosopher aur un ke nazariyat ki tashreeh chinese aur misri hukmarano aur sikander aazam ke auhed ki tafseel di hai,Positive
classes kab say on horahi hai,Neutral
fahashi bhi hy or law ki implementation bhi nahi hy lets suppose law ka nifaaz ho gaya fahashi se jo fraustrated log hein unka kia banega,Negative
aaj ke episode to kmal thi yar,Positive
yr jalsay faida isi bta dia k nawaz aik chor isi liay usy nkala mjy q nkala jawab ml nawazay daku,Negative
ap sy live batyn krny ko dill kr ra,Positive
mushkil hy ya saal kafi diff rehny wala,Negative
kabhi to progressive peoples party ke naam se apni siyasi jamat banane ki koshish ki aur kabhi peoples party ke mutawazi groups ka sahara dhoonda,Neutral
tabhee dp change kr le,Neutral
quality bht achi hai product ki,Positive
i ha k karak wo distt ha jis sy ap ny apni siyasee career ka aghaz kia ta aur karak k awam ny ap ko us waqt b pass kar k apna ldr mana tha lakin aap to corrupt niklay,Negative
aur hm sb ise chor chuke hain isay,Negative
liar pehlay khud such bol spineless beghairat aurat tujhe khauf e khuda ha ke nahi kyun apnay aap mazeed be izzat kerwa ha oh no i forget dont have any izzat bechari pm banay khwab adhoora reh tch tch tch,Negative
in ko saream latkana chahie,Negative
results kia bana sir iska,Neutral
ik nain iske bhai ko mpa ka ticket nahin dia aur ye chootya hafeezulla niazi reaction mein tv danishwar ban gya kesay kesay rung baaz watan e azeez mein paye jaatay hain,Negative
119 jiey hazarun sall allah bless my leder,Positive
video pmln or ppp drama expose hu gia ha kio kidnap kran gin kidnap kia hu clear nzr araha pmln ppp or geo drama ha adaro ky against propaganda or blackmail ky lia,Negative
han facebook par b agai ho,Neutral
us ne jab bazu pakra na tera phir mujhy btayin passa thk kar sakta ya allah ki zat,Positive
yeh phaattak ke moun walaa ajj phir aa gaya charb zubaani se tumarey aaqaa nahin bach paein ge,Negative
jo roz suntein hai un ko bhi duaon main yad rakhien ga,Positive
ary news big fan,Positive
mje tm bad main achi lgimujhe ye line bohat pasnd hai actually,Positive
results ruk pmln application py,Negative
peechay ki taraf behna,Neutral
wo kun mujhe to koi manhooss yad a gya u know kon,Negative
arsal ki kinza sa shadi hogi,Neutral
pir ali rashdi mein hukomat pakistan ke musheer khas barae ittelaat o nashriyat muqarrar hue aur pakistan national centers ke chairman bana diye gaye,Positive
dosto is bikar qmobile se acha hai ke 45000 mai ajkal used iphone 6 mil raha,Positive
abi to or bi kafi kxh krna pry ga,Neutral
tu ne ek min main puri video sun li behtreen,Negative
commercial amp semi commecial apne ghar company main pani ki kami khtam karne k lye boring specialist,Negative
ye waqt b daykhna pmln bata k ppp khitab,Neutral
ya chlo tm try kro,Neutral
reporting time,Neutral
sugar daddy not at all,Negative
fyeda gilgit may pmln wat laga cm shb bdolat shafiq ud ddine shb sath ziyadati cm hafiz ur rehman,Negative
or b hyn mere pass purani,Neutral
apne hisab se dekhna konsi setting ok ha,Neutral
ye kafar he polis waly,Negative
bs koi chiy thi us waqt,Neutral
love u,Positive
shram kro time govt bi pmln ti apne baji thora samja k aya kro ghr,Negative
kia hal sis,Negative
sary mornibg show mai nach gany hi ho rahy konsa prog asa jesmai saf suthra tehez wala kuch kam horahaor public beth k enjoy kr rahe hotihy wahein agar chapal utha k in logo ku meramat hojai na to sab thek hojai,Negative
nhi ni jay ga ya,Negative
or sakoon,Positive
safdar karna chahye usay tera maha aba bana diya jae ye theak bilkul,Negative
nhi kry ga ye,Negative
allah aap ko slamat rakhe,Positive
14 rukni committee banany pr ittefaq azad arkan sabiq judge shamil hongy,Negative
y ghantia pan buzdal niazi aor niazi k lany walo h inshallah fatha haq aor sach pmln zindabad,Positive
altaf hussain bnna firta ha,Negative
girlfriend pr bhi,Neutral
khan shb ab is rag ko alapna chr dn aur koi kam bhe kr ln agla election ap kpk main ni jeet skty sirf peshawar main jtn ge,Negative
wo jaya prada ke sath aik film banane ke khuwahishmand the lekin shayad zindagi ne inhe is ki mohlat nahi di,Negative
malka apnay itnay achay husband aur seedhay saday inlaws ki qadar kernay kay bajaye jaan boojh gand macha rahi hai bewaqoof nashkuri orat noman ki bhi qismat phoot gaye double umer ki khadeeja se shadi hogaye khadeeja bhi malka jesi hi niklay gi,Negative
is bastard sho ko jail may dalo is bharway ko lambi saza honi zaroori hai our courts need o prosecute such corrupt men who are destroying our police force these are the kali bhairiyas who need to be sent to jail for a long time,Negative
pmln gov jnb unhon kia,Neutral
jis na kha ha ci kha ha,Positive
agr istrah ek sho se bt karogy to thapar to paren gy bht acha kia farooq rahupoto ny tjhy dhoky,Negative
bahot khoob,Positive
3 ch adnan ansar gujjar 3,Positive
pata nahi kasy parhaya ju paper mi hova he nahi ata tu tha pr paper mi nahi hova,Negative
salam humari hakumut ko america say imdad lainay ki kya zarorat hya fazol main dosron k agay hath phailatay hain humare mulk main itnna kuch hy us say koi faeda nae uthatay mulk ka to khatay hain ab bahir say jo imdad ati hay vo bhi kha laitay hain,Negative
mobile ni try pas,Neutral
darling itnyy zada busy rehty this message was edited,Negative
tery jaisay best frnds,Positive
g bilkul chutti honi chahiye puray pak main,Positive
ghatiya admi ghatiya justifications nukar india pmln,Negative
person or person,Neutral
gud congrats wesy lumia acha hy,Positive
jerry lewis ne apne career ka baqaida aaghaz singer actor den martin ke sath kiya,Neutral
steven spielberg 18th december 1946 ko america estate ohayo ke city sonsonate mein paida hue,Neutral
imran bhai qadam barao hum tumare sath hein,Positive
amina sheikh to maasi lagti hai,Positive
bohat he acha set hy,Positive
level h januu tra,Positive
arry han na,Positive
jhoty awoorat hsyn ur esk bap nawaz baba harsmi ghaddar e pakistan bhokoo mat,Negative
ducky harami,Negative
ye to mein use hi btaun ga,Neutral
sir sorry say but kal agar election yahi molvi pmln ppp or ye sab ak dosry chir kahy yahi hamari seyasat sary ky sary chor,Negative
beta umar aba bajwa jitni ha,Negative
gla kharab hua pra hy mera,Negative
ap hakumat pti support lkn ap nu matric supplementary mn insaf nhi diya so i m join pmln ap ghadar hn hmary qom k chellange ha ap k mra paper dubara check karain nmbrs paper kiya lkn same pichla result mila nmbr frq nhi,Negative
chalo koi nhi react dekh,Neutral
to iska hal,Neutral
ustaad ke inteqal ke bad aik aur ustaad kareem khan se bhi tarbiyat hasil ki,Neutral
me b cemnt agency walo ka bra shukrguzar ho hahahah,Positive
tu kia kra hai,Neutral
run kr do,Neutral
yr conda ko goli maro,Negative
sahil lodhi ka kya ma bap zimadar wo keu apni bchieo ko bhjty in ke ghart kidr hote,Negative
mjhe bht bht passand hai anday alu,Positive
hahahaha aik bat ae thi idr nahi bolti,Neutral
karachi k kai elaqo me gair qanooni maveshi mandiyan qaim intizamia khamosh,Negative
wo log hindu hy hum musalmaan hy farq wazyaa hy ammar naeemi kiya aap kabi chaho gy k kl ko apki beti ya behan in sy inspire ho kr agar yeah rasta chunti hy to us time dukh ho ga,Negative
khala jan bohat shukriya ko peda krny ka,Positive
is ki garuntee mein nahi de sakta,Neutral
linkedin ki id ha,Neutral
use kehe person ka nuksan ho gya,Neutral
manay use keya ha ya set bohat alaaw ha ma soch raha hoon yahi set lon ab,Neutral
suffian ko b me keh deta ho phely b kaha tha kehta ok,Neutral
iqrar bhai har departemnt ka ya yeh keh skty hn k hmari society k har dusara bnda jinsi hrasment m involve h kese thk kren is society ko,Negative
mujhy apny program me invite kren main in idaron k khilaaf rishwat k proof pakidtaan k awaam ko dikhana chahata hn,Positive
yeah ryt or sohaii to bohat pyari ag rai hai or kia lajawab acting kr rai hai,Positive
amir bhai,Neutral
us k baad tamam ffa doston ko bhi mubarak jo apne qeemti wqt me se kuch wqt nikal kar pora month ffa ko dete hain aap sab ko bhi buhut buhut mubarak ho apni kamyabion par har jeet se zyada maene rakhta hai hamari dosti aur relation jo k wqt k sath sath aur mazeed ache hote ja rahe hain,Positive
kon h apka best frd,Neutral
itne log aj pti tiger force meet ma ppp pmln bar marr zindah jai pti tarah jalsah nahi sakti,Negative
mein aap ki baat se mukamal agree karta hoon mjy bus result dekh k dukh hota ha hamaray criticism ka uny koi farq ni parta,Positive
paish kara ly yahan bhe,Negative
abe tu idea kr mein paper kr raha tha person person se kehti tumhe kya tension tumhare age to ye betha hua tha,Negative
nawaz kanjr kanjron leadr skta ha sari umr pak army god mein baitha aj baqwas b army k khilaf lanat pori pmln pr mulq dushmnon k ajenda pr ha begarton thori aql b nhi ha k khitey k halat kasy pak army k jawan shahed rahy,Negative
financial times ne unhein woman of the 2013 qarar diya,Positive
ziada mulla na ban admine e sai hai tu,Positive
allah ke sheron ko ati nahin roobahi,Positive
is ma ho jan,Neutral
yar ek bat kahun,Neutral
sai mn krta then,Neutral
din guzarte rahe aamirana iqtedar ki tahein kulti gayein iftikhar muhammad chaudhry ke andaz ka aik naya shakhs apne wajood ka ehsas delane laga,Negative
149 ap ki to pori family hi actor ha,Neutral
ab to pta chal gya na,Neutral
dekh sahi hy,Positive
malik shakir bashir awan ex mna khushab malik bashir awan senior vice president pmln khushab malik saad awan senior vice president pmln youth wing khushab,Neutral
wow azaming,Neutral
kamine peeche ja kr khara ho gya tha tu,Negative
mqm apni suhrat ki wajah say iss operation ka khasusi nishana bani,Positive
fazol log velog nalaiq log karti hain,Negative
pmln yahi game pti chubh,Negative
or itny kan bhary ky wo ya bhool gai,Negative
shahid bhai plzz retirement nakko lona plzzz aapka bina crct nhi dehk na dil bolta,Negative
yr abhi wo sb nhi socha,Neutral
noora roh rh ducky mjhy ne bhao dy rha ufffff touba itna jht,Negative
ab bhi nend a rhi ha,Negative
baqi ignore kia kro,Neutral
theek hai,Positive
badshah salamat ne soocha k aakhir in chotay sahab ko kaise maloom para k ham ne circuit class main rakhe hain,Positive
kahan prove huy yh aor gov mn ni patwari spot,Negative
from nawab shah sindh,Neutral
aslam o alikum hakeem sahb eid mubarak,Positive
what is bawoo,Neutral
a nice effort guys you need to be promoted,Positive
naqvi right bilal naqvi,Positive
